,ID,EARNINGS,S,EXP,FEMALE,MALE,BYEAR,AGE,AGEMBTH,HHINC97,POVRAT97,HHBMBF,HHBMOF,HHOMBF,HHBMONLY,HHBFONLY,HHOTHER,MSA97NO,MSA97NCC,MSA97CC,MSA97NK,ETHBLACK,ETHHISP,ETHWHITE,EDUCPROF,EDUCPHD,EDUCMAST,EDUCBA,EDUCAA,EDUCHSD,EDUCGED,EDUCDO,PRMONM,PRMONF,PRMSTYUN,PRMSTYPE,PRMSTYAN,PRMSTYAE,PRFSTYUN,PRFSTYPE,PRFSTYAN,PRFSTYAE,SINGLE,MARRIED,COHABIT,OTHSING,FAITHN,FAITHP,FAITHC,FAITHJ,FAITHO,FAITHM,ASVABAR,ASVABWK,ASVABPC,ASVABMK,ASVABNO,ASVABCS,ASVABC,ASVABC4,VERBAL,ASVABMV,HEIGHT,WEIGHT04,WEIGHT11,SF,SM,SFR,SMR,SIBLINGS,REG97NE,REG97NC,REG97S,REG97W,RS97RURL,RS97URBN,RS97UNKN,JOBS,HOURS,TENURE,CATGOV,CATPRI,CATNPO,CATMIS,CATSE,COLLBARG,URBAN,REGNE,REGNC,REGW,REGS,MSA11NO,MSA11NCC,MSA11CC,MSA11NK,MSA11NIC
99,3587,35.39,20,0.4807692,0,1,1981,30,34.0,100000.0,792.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1.343743,1.058339,1.157248,1.38162,-0.6588553,0.9179609,1.34685,1.382002,1.18113,91661,69,194,198,12,14,12.0,14.0,2,0,0,1,0,0,1,0,10.0,50,4.788462,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
100,5436,20.0,11,10.59615,0,1,1982,29,26.0,11242.0,71.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0.7804368,-0.0128052,0.5691907,-0.0128667,-0.1946439,-1.033395,0.5813476,0.3698548,0.2963156,59568,71,140,142,11,9,11.0,9.0,3,0,1,0,0,0,1,0,9.0,37,2.846154,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
101,3269,15.0,9,9.596154,0,1,1983,28,25.0,20250.0,108.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,-2.549101,-2.82661,-1.805506,-1.431282,-1.823764,-1.027019,-2.674199,-2.410672,-2.470593,892,72,200,200,10,10,,10.0,2,0,1,0,0,1,0,0,2.0,50,8.461538,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
102,1809,31.25,18,1.903846,0,1,1981,30,26.0,44500.0,212.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,1.206284,0.5586293,1.028249,1.112347,-0.2280713,0.8525072,1.098546,1.092253,0.8458536,92454,70,230,250,16,16,16.0,16.0,3,0,1,0,0,0,1,0,4.0,40,0.75,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
103,891,10.0,10,2.403846,0,1,1982,29,21.0,,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,11.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,1,-0.5078467,-1.223948,-1.488122,-0.1316014,-1.490953,-0.8616572,-1.024781,-0.938487,-1.446676,17079,67,135,135,11,12,11.0,12.0,7,0,0,0,1,0,1,0,2.0,30,2.326923,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
104,1825,11.54,16,4.615385,0,1,1984,27,31.0,97500.0,772.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,8.0,,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0,0,1,0,0,0,0.7228711,0.2250316,0.4822612,0.4978807,-0.4849475,-0.3911834,0.5911784,0.5388976,0.376791,70724,68,165,185,12,12,12.0,12.0,0,0,1,0,0,0,1,0,5.0,50,4.230769,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
105,3198,35.58,16,3.865385,0,1,1984,27,32.0,56500.0,269.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,13.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0.8613963,0.441307,1.280721,1.268596,1.024033,-0.1789262,0.9461426,1.077285,0.9179259,91889,69,185,200,14,16,14.0,16.0,3,0,1,0,0,0,1,0,4.0,40,2.115385,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
106,2480,36.0,16,7.846154,0,1,1981,30,34.0,114750.0,598.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,1.994811,0.9274358,1.286247,1.737824,2.074884,2.328334,1.704135,1.663335,1.180114,96704,70,210,225,20,20,20.0,20.0,2,1,0,0,0,0,1,0,9.0,42,4.230769,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
107,1753,13.33,14,4.961538,0,1,1980,31,35.0,52800.0,488.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,0.0,0.0,0.0,1.0,,,,,0,1,0,0,0,0,1,0,0,0,0.637507,1.360018,0.9451351,0.4626318,-0.0387356,-0.8681841,0.983334,0.952277,1.228893,83275,70,187,230,18,18,,18.0,1,0,0,1,0,0,1,0,6.0,40,0.3076923,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
108,900,14.19,15,5.365385,0,1,1982,29,29.0,246474.0,1627.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,14.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,-0.3512067,1.4499,0.2122192,-0.9987888,-0.2968582,-0.8021255,0.2632683,0.0867129,0.8859779,46715,73,205,195,18,14,18.0,14.0,2,0,0,0,1,0,1,0,10.0,66,1.692308,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
109,4445,96.15,16,8.346154,0,1,1981,30,27.0,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1.532351,0.8295427,1.288471,0.9787699,1.222054,1.198789,1.423691,1.294746,1.129096,84232,67,160,164,16,12,,12.0,1,0,0,0,1,0,1,0,4.0,40,2.596154,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
110,2350,22.81,16,7.442307,0,1,1982,29,23.0,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,6.0,,,,,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,1.412324,0.694074,1.133005,2.14026,0.5849879,1.375303,1.277784,1.504767,0.9739476,92661,73,215,235,12,12,12.0,12.0,2,1,0,0,0,0,1,0,4.0,43,4.346154,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
111,4622,15.0,12,8.269231,0,1,1982,29,29.0,19188.0,121.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7.0,,1.0,0.0,0.0,0.0,,,,,0,0,0,1,0,1,0,0,0,0,0.6632233,-0.0970388,-0.3326905,0.3815021,1.328515,1.456341,0.24596,0.1714661,-0.2295569,46357,72,350,415,13,14,,14.0,2,0,0,0,1,0,1,0,5.0,36,0.3653846,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
112,6133,15.63,18,4.0,0,1,1983,28,26.0,246474.0,1627.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,1.177224,-0.7367064,0.2317896,0.9116085,0.0480773,0.564131,0.5077796,0.4425996,-0.2696526,64904,73,250,275,14,13,14.0,13.0,2,0,0,1,0,1,0,0,6.0,20,7.346154,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
113,434,12.78,12,9.0,0,1,1982,29,30.0,246474.0,1627.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,9.0,,1.0,0.0,0.0,0.0,,,,,1,0,0,0,0,0,1,0,0,0,0.24232,0.7487121,-1.805059,-0.3531688,-0.5593183,-0.759113,-0.157542,-0.3272462,-0.5637176,34640,78,172,190,16,12,16.0,16.0,7,0,0,0,1,0,1,0,15.0,45,0.5192308,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
114,4776,16.0,16,4.115385,0,1,1983,28,29.0,13800.0,84.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,8.0,,0.0,0.0,1.0,0.0,,,,,1,0,0,0,0,0,1,0,0,0,0.5709101,-0.2461026,-0.035105,-0.3181439,1.640148,0.646104,0.236039,-0.0085876,-0.1503536,48138,70,160,180,2,2,,2.0,2,0,0,0,1,0,1,0,4.0,40,3.269231,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
115,2261,10.0,12,10.17308,0,1,1980,31,22.0,37100.0,198.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,-0.55594,0.8329888,-0.8764203,-0.2359947,-0.6741133,-0.5864213,-0.3179083,-0.2343901,-0.0235531,36480,67,170,180,11,13,11.0,14.0,2,1,0,0,0,0,1,0,16.0,45,0.6730769,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
116,8788,23.72,15,9.865385,0,1,1981,30,17.0,45800.0,218.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0.5541502,-0.9291182,-0.8044272,-0.3336726,-0.3215479,-0.5494499,-0.1722536,-0.424032,-0.9248521,35592,72,228,250,14,11,14.0,18.0,1,0,0,1,0,1,0,0,5.0,48,7.980769,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
117,1326,16.24,9,12.63461,0,1,1983,28,22.0,32000.0,253.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,-0.1408958,0.7965727,-0.8380128,-0.6255819,-1.071005,-0.8855138,-0.0892646,-0.2267092,-0.0224911,33716,78,300,220,9,12,12.0,12.0,1,0,0,1,0,0,1,0,3.0,45,1.75,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
118,5312,3.15,15,2.923077,0,1,1984,27,41.0,73680.0,463.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1.466644,1.354217,0.6335015,0.5360454,0.0844854,-0.3014182,1.351778,1.116011,1.059613,89868,70,180,170,20,16,20.0,16.0,1,0,1,0,0,1,0,0,3.0,35,2.038461,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
119,2603,10.0,13,7.0,0,1,1983,28,38.0,75000.0,471.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,11.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0.7019761,0.8421044,1.061387,0.7398672,1.224037,0.9418927,0.9083934,0.9354991,1.014696,87654,75,170,180,16,17,16.0,17.0,1,0,1,0,0,1,0,0,3.0,32,2.423077,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
120,321,39.42,12,12.48077,0,1,1981,30,37.0,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,-0.2482298,0.8158832,0.5589592,0.5176129,-1.200427,-1.571152,0.240922,0.4594763,0.7327799,70777,74,200,230,12,12,12.0,12.0,1,1,0,0,0,0,1,0,4.0,40,2.480769,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
121,4396,15.0,9,6.788462,0,1,1984,27,21.0,6144.0,30.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,15.0,,1.0,0.0,0.0,0.0,,,,,0,0,1,0,0,0,1,0,0,0,-1.21648,-0.0675095,-1.298148,-0.9226952,-0.4762098,-1.129876,-1.044251,-0.9813893,-0.7286658,21052,67,150,168,12,12,,12.0,4,0,0,0,1,0,1,0,5.0,20,0.9615384,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
122,5301,17.2,16,5.038462,0,1,1984,27,28.0,69000.0,368.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0.672789,-0.3794014,-0.1705184,0.3431016,-0.6760224,0.393015,0.2181904,0.1297642,-0.2936517,42699,74,190,230,14,16,14.0,16.0,2,0,1,0,0,1,0,0,8.0,40,1.865385,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
123,754,21.15,12,13.15385,0,1,1980,31,33.0,86300.0,525.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0.5075065,0.2592897,0.4936385,0.5018566,0.0605112,0.760056,0.48536,0.4925147,0.4011272,64200,68,175,160,7,12,7.0,12.0,3,0,1,0,0,0,1,0,2.0,50,10.76923,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
124,6181,16.35,17,5.326923,0,1,1981,30,36.0,,,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0.3772642,1.273477,1.059386,1.148391,0.5306231,-0.0719492,0.8479263,1.079104,1.24367,92771,73,145,175,13,14,13.0,14.0,3,0,0,1,0,1,0,0,7.0,40,2.519231,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
125,2329,50.96,16,7.019231,0,1,1981,30,32.0,130000.0,677.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,1.700712,-0.0993034,0.4777788,1.024356,0.4631946,-2.168339,1.038217,0.8678383,0.2014402,79688,69,165,158,20,20,20.0,20.0,2,1,0,0,0,0,1,0,8.0,40,3.076923,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
126,3872,8.5,12,9.807693,0,1,1981,30,25.0,18025.0,96.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,-2.955863,-1.184096,-1.666274,-1.578267,-1.766727,-1.149131,-2.408145,-2.06704,-1.520429,3956,74,150,150,14,12,14.0,12.0,2,0,0,1,0,0,1,0,2.0,30,8.769231,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
127,6464,15.0,10,8.634615,0,1,1981,30,26.0,61100.0,318.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,-0.729871,-2.065134,-1.973203,-1.262348,-2.368638,-1.89281,-1.511239,-1.688164,-2.153944,7415,71,160,165,12,12,12.0,12.0,1,0,0,0,1,0,1,0,5.0,48,1.673077,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
128,5906,9.5,17,4.538462,0,1,1981,30,27.0,45000.0,240.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0.5157893,-0.2085795,0.5745281,0.0320727,0.417363,0.4111619,0.3835755,0.2550836,0.19476,60467,72,210,250,16,16,16.0,16.0,2,0,0,1,0,0,1,0,7.0,50,1.057692,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
129,1130,18.5,12,8.0,0,1,1984,27,22.0,5300.0,33.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6.0,,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0,1,0,0,0,0,0.652543,0.3821158,0.5189592,0.0791289,-1.035586,-1.054448,0.6057766,0.4562642,0.4801306,77228,73,155,155,12,15,,15.0,2,1,0,0,0,1,0,0,5.0,40,0.7307692,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
130,4997,17.5,14,7.5,0,1,1983,28,32.0,,,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,-0.4360608,-0.1117841,-0.7901942,-1.067657,-1.217567,-0.7156458,-0.4879427,-0.6738168,-0.4813964,24556,72,180,200,12,18,12.0,18.0,1,1,0,0,0,0,1,0,3.0,40,5.538462,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
131,8957,38.46,16,8.403846,0,1,1981,30,26.0,60100.0,378.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1.775302,0.3195879,0.5422783,1.413424,1.103518,0.8765069,1.212039,1.132852,0.4592215,84276,76,225,240,14,18,14.0,18.0,2,0,1,0,0,0,1,0,5.0,45,8.307693,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
132,2068,17.31,16,5.365385,0,1,1983,28,35.0,60000.0,475.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13.0,,0.0,0.0,0.0,1.0,,,,,0,0,1,0,0,1,0,0,0,0,0.8650095,1.150581,-0.2908789,0.8660228,0.3230669,0.4397689,0.7111737,0.7243388,0.4580676,75919,76,170,190,20,20,,20.0,2,0,0,1,0,1,0,0,6.0,40,2.634615,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
133,5252,9.35,10,9.115385,0,1,1982,29,32.0,19000.0,99.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12.0,,0.0,1.0,0.0,0.0,,,,,0,0,1,0,0,1,0,0,0,0,0.338222,-0.0480923,-1.216779,0.1164693,0.003685,0.68648,-0.1621365,-0.2273422,-0.6749188,42654,72,175,220,12,12,,12.0,3,0,1,0,0,1,0,0,5.0,40,1.192308,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
134,1095,22.0,17,5.076923,0,1,1982,29,26.0,52030.0,327.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0.3051891,-0.1755809,-0.2515101,0.7631494,0.267464,0.1581747,0.0499196,0.178812,-0.2281499,51129,71,180,180,15,14,15.0,14.0,1,1,0,0,0,0,1,0,9.0,16,0.5769231,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
135,3084,132.89,20,4.173077,0,1,1980,31,25.0,80000.0,427.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,1.41751,2.146578,1.394408,1.875787,0.8498698,-0.7382117,1.751591,1.911814,1.887934,99166,69,145,140,18,15,18.0,15.0,2,0,1,0,0,0,1,0,4.0,35,1.75,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
136,3556,9.1,17,5.403846,0,1,1983,28,,66500.0,355.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7.0,,0.0,1.0,0.0,0.0,,,,,1,0,0,0,0,1,0,0,0,0,1.460667,1.059518,1.202619,1.949477,1.500346,2.389356,1.423899,1.586651,1.205954,93668,70,160,165,12,12,,17.0,4,0,0,1,0,0,1,0,,40,1.365385,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
137,1779,27.65,14,7.903846,0,1,1984,27,28.0,43500.0,207.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,8.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0.0558195,-0.8176438,-0.6531527,-0.2940373,-0.7879636,-0.7144003,-0.3739223,-0.4788638,-0.7847342,31027,74,140,164,12,13,12.0,13.0,5,0,1,0,0,0,1,0,1.0,40,6.288462,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
138,5509,10.14,14,10.84615,0,1,1980,31,24.0,45100.0,283.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0.3370141,0.0635035,-0.6195343,0.1074878,1.849098,2.003989,0.0319789,-0.0318381,-0.2969106,39130,75,220,230,13,12,13.0,12.0,1,0,1,0,0,1,0,0,2.0,40,3.173077,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
139,4004,18.0,16,3.0,0,1,1983,28,28.0,71100.0,380.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,9.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1.146322,0.8694234,0.8000526,0.7324463,1.438852,-0.2749238,1.088289,0.9922795,0.8899012,81914,68,145,210,17,12,17.0,12.0,2,0,0,1,0,1,0,0,4.0,40,4.25,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
140,4740,19.05,18,7.826923,0,1,1980,31,30.0,47148.0,171.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,-0.5793827,-0.1698463,-0.2002874,0.1509532,0.6751162,0.3395935,-0.420565,-0.2240915,-0.1977759,33212,71,235,240,12,12,12.0,12.0,6,0,0,0,1,0,1,0,4.0,42,6.634615,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
141,3456,21.0,16,1.615385,0,1,1984,27,29.0,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,16.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1.085168,1.547727,1.527598,1.265416,1.282372,1.261056,1.440988,1.517708,1.639608,98818,73,185,210,16,14,16.0,14.0,1,0,0,1,0,0,1,0,3.0,40,3.326923,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
142,1360,15.38,16,7.596154,0,1,1981,30,32.0,103750.0,652.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,1.668744,0.5267571,0.4677702,2.419488,-1.275604,1.773847,1.189931,1.421684,0.5299666,87685,66,125,145,16,12,16.0,12.0,1,0,0,1,0,0,1,0,4.0,45,6.711538,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
143,2945,33.17,18,3.403846,0,1,1981,30,31.0,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,1.514236,0.9149146,1.185049,1.05828,-0.2361495,0.0595817,1.408776,1.306875,1.119471,85093,74,172,175,19,16,19.0,16.0,2,0,1,0,0,0,1,0,,40,0.5384616,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
144,4448,14.18,17,3.25,0,1,1983,28,28.0,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,11.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,2.170342,0.980976,1.632986,0.875564,1.18414,0.4544181,1.910593,1.583177,1.393574,95997,74,200,190,15,16,15.0,16.0,0,0,0,0,1,0,1,0,6.0,40,2.596154,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
145,6353,10.81,9,7.730769,0,1,1983,28,24.0,1560.0,12.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,,9.0,,,,,0.0,1.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,-0.5053234,-0.7401213,-1.398491,-0.8874344,-1.648186,-1.250185,-0.865817,-0.9888154,-1.140865,15953,66,135,135,18,14,,14.0,3,0,0,0,1,0,1,0,8.0,38,2.807692,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
146,1816,13.5,12,9.346154,0,1,1980,31,29.0,68000.0,354.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,-0.439792,-0.289367,-0.4271478,-0.6367244,-1.239095,-0.8728594,-0.4390305,-0.5023744,-0.382493,27256,70,182,190,16,14,16.0,14.0,0,0,1,0,0,0,1,0,5.0,40,4.115385,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
147,3687,11.63,10,10.01923,0,1,1981,30,29.0,11849.0,64.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,-0.2812628,-0.9928626,-0.3840683,-0.0357757,-0.7544752,0.0810879,-0.5333803,-0.4746538,-0.7346777,30579,66,180,185,14,16,14.0,,2,0,0,1,0,0,1,0,4.0,50,2.230769,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
148,5692,13.21,12,11.61539,0,1,1980,31,15.0,24000.0,128.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,-2.820292,-2.474887,-2.304306,-2.794091,-1.232995,-0.7609647,-2.863653,-2.909073,-2.549026,0,69,222,230,8,7,8.0,7.0,1,0,0,1,0,1,0,0,6.0,40,8.596154,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
149,5355,28.37,20,5.576923,0,1,1980,31,25.0,55428.0,348.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0.7110319,0.3139277,0.7182747,0.3863023,-0.5186485,-0.5340583,0.6739523,0.5952813,0.5500578,73382,72,192,196,14,16,14.0,16.0,1,0,1,0,0,1,0,0,7.0,40,3.403846,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
